装等,entry,旧名称,新名称,槽位,定位
230,99787,磐石·王庭束带洞察,太古·战带,腰部,坦克
230,99788,磐石·王庭束带迅捷,星陨冲击战带,腰部,坦克
230,99789,磐石·王庭束带破阵,秘法焚烧战带,腰部,坦克
230,99790,磐石·王庭束带无瑕,坚壁腰甲,腰部,坦克
230,99791,磐石·王庭腿卫洞察,龙鳞护腿,腿部,坦克
230,99792,磐石·王庭腿卫迅捷,风暴峭壁之护腿,腿部,坦克
230,99793,磐石·王庭腿卫破阵,唤潮者断岳腿胄,腿部,坦克
230,99794,磐石·王庭腿卫无瑕,唤星者之腿胄,腿部,坦克
230,99795,磐石·王庭战靴洞察,铸魂者穿云战靴,脚部,坦克
230,99796,磐石·王庭战靴迅捷,影月谷之护足,脚部,坦克
230,99797,磐石·王庭战靴破阵,石肤足铠,脚部,坦克
230,99798,磐石·王庭战靴无瑕,刀锋山之踏靴,脚部,坦克
230,99799,磐石·王庭腕轮洞察,诅咒之城之护臂,腕部,坦克
230,99800,磐石·王庭腕轮迅捷,先知腕甲,腕部,坦克
230,99801,磐石·王庭腕轮破阵,复苏·臂甲,腕部,坦克
230,99802,磐石·王庭腕轮无瑕,逐日者之腕甲,腕部,坦克
230,99803,磐石·王庭护手洞察,玄冰手甲,手部,坦克
230,99804,磐石·王庭护手迅捷,剃刀高地不朽手甲,手部,坦克
230,99805,磐石·王庭护手破阵,祖达克苍翠臂铠,手部,坦克
230,99806,磐石·王庭护手无瑕,圣贤之手甲,手部,坦克
230,99807,秘星·洞察坠饰,星云项链,颈部,法系输出
230,99808,秘星·迅捷坠饰,山岳之裂云,颈部,法系输出
230,99809,秘星·破阵坠饰,峥嵘链坠,颈部,法系输出
230,99810,秘星·无瑕坠饰,失落·临世,颈部,法系输出
230,99811,秘星·洞察指环,亘古·焚天,戒指,法系输出
230,99812,秘星·迅捷指环,奥杜尔的日蚀,戒指,法系输出
230,99813,秘星·破阵指环,青铜印戒,戒指,法系输出
230,99814,秘星·无瑕指环,战争领主之玺戒,戒指,法系输出
230,99815,秘星·远见指环,碎星印戒,戒指,法系输出
230,99816,秘星·坚毅指环,夜幕·碎星,戒指,法系输出
230,99817,秘星·洞察斗篷,神恩大氅,披风,法系输出
230,99818,秘星·迅捷斗篷,秘术披风,披风,法系输出
230,99819,秘星·破阵斗篷,秘术大氅,披风,法系输出
230,99820,秘星·无瑕斗篷,泰坦监护者之神祇,披风,法系输出
230,99821,古铸·洞察坠饰,幻光之项圈,颈部,力量输出
230,99822,古铸·迅捷坠饰,星界之裂云,颈部,力量输出
230,99823,古铸·破阵坠饰,圣光之断岳,颈部,力量输出
230,99824,古铸·无瑕坠饰,虚空项圈,颈部,力量输出
230,99825,古铸·洞察指环,轮回·降临,戒指,力量输出
230,99826,古铸·迅捷指环,自然玺戒,戒指,力量输出
230,99827,古铸·破阵指环,破晓者之圣辉,戒指,力量输出
230,99828,古铸·无瑕指环,辉煌·指环,戒指,力量输出
230,99829,古铸·远见指环,霜痕之驭天,戒指,力量输出
230,99830,古铸·坚毅指环,红龙之戒律,戒指,力量输出
230,99831,古铸·洞察斗篷,晶歌森林的星界,披风,力量输出
230,99832,古铸·迅捷斗篷,破晓者之披肩,披风,力量输出
230,99833,古铸·破阵斗篷,钢铁罩袍,披风,力量输出
230,99834,古铸·无瑕斗篷,幽影罩袍,披风,力量输出
230,99835,流风·洞察坠饰,苍白之断空,颈部,敏捷输出
230,99836,流风·迅捷坠饰,陨星之护符,颈部,敏捷输出
230,99837,流风·破阵坠饰,秘法之坠饰,颈部,敏捷输出
230,99838,流风·无瑕坠饰,月刃之守护,颈部,敏捷输出
230,99839,流风·洞察指环,生命·印戒,戒指,敏捷输出
230,99840,流风·迅捷指环,灰烬戒律,戒指,敏捷输出
230,99841,流风·破阵指环,驭天指环,戒指,敏捷输出
230,99842,流风·无瑕指环,青霜·戒律,戒指,敏捷输出
230,99843,流风·远见指环,灰烬之戒律,戒指,敏捷输出
230,99844,流风·坚毅指环,源质·临世,戒指,敏捷输出
230,99845,流风·洞察斗篷,星陨披肩,披风,敏捷输出
230,99846,流风·迅捷斗篷,赤霞·披肩,披风,敏捷输出
230,99847,流风·破阵斗篷,月刃斗篷,披风,敏捷输出
230,99848,流风·无瑕斗篷,晨星·斗篷,披风,敏捷输出
230,99849,晨祷·洞察坠饰,血精灵魔导师之圣辉,颈部,治疗
230,99850,晨祷·迅捷坠饰,冰冠堡垒的奥术,颈部,治疗
230,99851,晨祷·破阵坠饰,赤霞·项链,颈部,治疗
230,99852,晨祷·无瑕坠饰,暮光之驭雷,颈部,治疗
230,99853,晨祷·洞察指环,洪荒之之戒,戒指,治疗
230,99854,晨祷·迅捷指环,凛冬戒律,戒指,治疗
230,99855,晨祷·破阵指环,救赎戒指,戒指,治疗
230,99856,晨祷·无瑕指环,烈焰之玺戒,戒指,治疗
230,99857,晨祷·远见指环,龙骨之指环,戒指,治疗
230,99858,晨祷·坚毅指环,奥格瑞玛的荣光,戒指,治疗
230,99859,晨祷·洞察斗篷,黑锋骑士之披风,披风,治疗
230,99860,晨祷·迅捷斗篷,死亡骑士之幻影,披风,治疗
230,99861,晨祷·破阵斗篷,轰雷大氅,披风,治疗
230,99862,晨祷·无瑕斗篷,灰烬之驭天,披风,治疗
230,99863,磐石·洞察坠饰,万法王之链坠,颈部,坦克
230,99864,磐石·迅捷坠饰,镇压印记,颈部,坦克
230,99865,磐石·破阵坠饰,黎明·镇压,颈部,坦克
230,99866,磐石·无瑕坠饰,暗影·项圈,颈部,坦克
230,99867,磐石·洞察指环,纳克萨玛斯的暗影,戒指,坦克
230,99868,磐石·迅捷指环,龙骨戒律,戒指,坦克
230,99869,磐石·破阵指环,星环·降临,戒指,坦克
230,99870,磐石·无瑕指环,守护印戒,戒指,坦克
230,99871,磐石·远见指环,缚龙之戒,戒指,坦克
230,99872,磐石·坚毅指环,死亡骑士之霜裔,戒指,坦克
230,99873,磐石·洞察斗篷,苍穹斗篷,披风,坦克
230,99874,磐石·迅捷斗篷,魔铁披风,披风,坦克
230,99875,磐石·破阵斗篷,守望者之披风,披风,坦克
230,99876,磐石·无瑕斗篷,铁壁罩袍,披风,坦克
230,99877,秘星·洞察秘典,断岳魔典,副手物品,法系输出
230,99878,秘星·迅捷秘典,日蚀之裁断,副手物品,法系输出
230,99879,秘星·破阵秘典,玄铁之临世,副手物品,法系输出
230,99880,秘星·无瑕秘典,铁炉堡的血月,副手物品,法系输出
230,99881,晨祷·洞察秘典,神圣圣契,副手物品,治疗
230,99882,晨祷·迅捷秘典,源质之法球,副手物品,治疗
230,99883,晨祷·破阵秘典,星海之灯盏,副手物品,治疗
230,99884,晨祷·无瑕秘典,虚空风暴的大地,副手物品,治疗
230,99885,秘星·洞察壁盾,泰罗卡森林坚盾,盾牌,法系输出
230,99886,秘星·迅捷壁盾,黑暗神殿之护盾,盾牌,法系输出
230,99887,秘星·破阵壁盾,神恩之大盾,盾牌,法系输出
230,99888,秘星·无瑕壁盾,幻光壁垒,盾牌,法系输出
230,99889,晨祷·洞察壁盾,守护者纹章盾,盾牌,治疗
230,99890,晨祷·迅捷壁盾,霜狼酋长大盾,盾牌,治疗
230,99891,晨祷·破阵壁盾,镇岳纹章盾,盾牌,治疗
230,99892,晨祷·无瑕壁盾,圣光大盾,盾牌,治疗
230,99893,磐石·洞察壁盾,雷霆崖纹章盾,盾牌,坦克
230,99894,磐石·迅捷壁盾,龙鳞纹章盾,盾牌,坦克
230,99895,磐石·破阵壁盾,失落·盾牌,盾牌,坦克
230,99896,磐石·无瑕壁盾,静潮之塔盾,盾牌,坦克
230,99897,古铸·裂界战斧洞察,泰罗卡森林战斧,单手武器,力量输出
230,99898,古铸·裂界战斧迅捷,安其拉之手斧,单手武器,力量输出
230,99899,古铸·裂界战斧破阵,青铜碎星手斧,单手武器,力量输出
230,99900,流风·裂界战斧洞察,屠龙者短斧,单手武器,敏捷输出
230,99901,流风·裂界战斧迅捷,利爪手斧,单手武器,敏捷输出
230,99902,流风·裂界战斧破阵,血色修道院之战斧,单手武器,敏捷输出
230,99903,磐石·裂界战斧洞察,山岳手斧,单手武器,坦克
230,99904,磐石·裂界战斧迅捷,轮回之手斧,单手武器,坦克
230,99905,磐石·裂界战斧破阵,命轮手斧,单手武器,坦克
230,99906,古铸·断岳巨斧洞察,幽暗城之战斧,双手武器,力量输出
230,99907,古铸·断岳巨斧迅捷,泰坦监护者战斧,双手武器,力量输出
230,99908,古铸·断岳巨斧破阵,苍白战斧,双手武器,力量输出
230,99909,古铸·断岳巨斧无瑕,镇魂巨斧,双手武器,力量输出
230,99910,流风·群星长弓洞察,石爪山猎弓,弓,敏捷输出
230,99911,流风·群星长弓迅捷,恒金·弯弓,弓,敏捷输出
230,99912,流风·群星长弓破阵,符文大师弯弓,弓,敏捷输出
230,99913,流风·群星长弓无瑕,月刃猎弓,弓,敏捷输出
230,99914,流风·雷鸣火枪洞察,生长步枪,远程武器,敏捷输出
230,99915,流风·雷鸣火枪迅捷,轮回破界猎枪,远程武器,敏捷输出
230,99916,流风·雷鸣火枪破阵,疾影猎枪,远程武器,敏捷输出
230,99917,流风·雷鸣火枪无瑕,风暴领主之火枪,远程武器,敏捷输出
230,99918,古铸·裁决战锤洞察,夜幕之铁锤,主手武器,力量输出
230,99919,古铸·裁决战锤迅捷,纳格兰权杖,主手武器,力量输出
230,99920,古铸·裁决战锤破阵,仲裁者短锤,主手武器,力量输出
230,99921,磐石·裁决战锤洞察,陨星之战锤,主手武器,坦克
230,99922,磐石·裁决战锤迅捷,极光之短锤,主手武器,坦克
230,99923,磐石·裁决战锤破阵,玄铁·战锤,主手武器,坦克
230,99924,秘星·裁决战锤洞察,擎天钉锤,主手武器,法系输出
230,99925,秘星·裁决战锤迅捷,辉煌·战锤,主手武器,法系输出
230,99926,秘星·裁决战锤破阵,希利苏斯铁锤,主手武器,法系输出
230,99927,晨祷·裁决战锤洞察,战争领主权杖,主手武器,治疗
230,99928,晨祷·裁决战锤迅捷,虚空风暴之战锤,主手武器,治疗
230,99929,晨祷·裁决战锤破阵,奥格瑞玛之铁锤,主手武器,治疗
230,99930,古铸·泰坦重锤洞察,晨辉战锤,双手武器,力量输出
230,99931,古铸·泰坦重锤迅捷,炽焰驭天战锤,双手武器,力量输出
230,99932,古铸·泰坦重锤破阵,守护战锤,双手武器,力量输出
230,99933,古铸·泰坦重锤无瑕,陨星·巨锤,双手武器,力量输出
230,99934,古铸·破阵长戟洞察,霸主之长矛,双手武器,力量输出
230,99935,古铸·破阵长戟迅捷,璀璨战戟,双手武器,力量输出
230,99936,古铸·破阵长戟破阵,圣辉回响长枪,双手武器,力量输出
230,99937,流风·破阵长戟洞察,虚空·长枪,双手武器,敏捷输出
230,99938,流风·破阵长戟迅捷,灵光三叉戟,双手武器,敏捷输出
230,99939,流风·破阵长戟破阵,龙焰·战戟,双手武器,敏捷输出
230,99940,古铸·王权之刃洞察,守护者之军刀,主手武器,力量输出
230,99941,古铸·王权之刃迅捷,龙焰利剑,主手武器,力量输出
230,99942,古铸·王权之刃破阵,祖达克之佩剑,主手武器,力量输出
230,99943,磐石·王权之刃洞察,风暴峭壁之佩剑,主手武器,坦克
230,99944,磐石·王权之刃迅捷,涅槃之佩剑,主手武器,坦克
230,99945,磐石·王权之刃破阵,镇岳短剑,主手武器,坦克
230,99946,秘星·王权之刃洞察,星界佩剑,主手武器,法系输出
230,99947,秘星·王权之刃迅捷,月刃驭天军刀,主手武器,法系输出
230,99948,秘星·王权之刃破阵,冰冠堡垒之长剑,主手武器,法系输出
230,99949,流风·王权之刃洞察,镇世佩剑,主手武器,敏捷输出
230,99950,流风·王权之刃迅捷,虚空·短剑,主手武器,敏捷输出
230,99951,流风·王权之刃破阵,晨辉冻结军刀,主手武器,敏捷输出
230,99952,古铸·霜魂巨剑洞察,霸主之战刃,双手武器,力量输出
230,99953,古铸·霜魂巨剑迅捷,裂云大剑,双手武器,力量输出
230,99954,古铸·霜魂巨剑破阵,潜行者之阔剑,双手武器,力量输出
230,99955,古铸·霜魂巨剑无瑕,先驱者大剑,双手武器,力量输出
230,99956,秘星·苍穹法杖洞察,冰封净世手杖,双手武器,法系输出
230,99957,秘星·苍穹法杖迅捷,血月回响权杖,双手武器,法系输出
230,99958,秘星·苍穹法杖破阵,蓝龙法杖,双手武器,法系输出
230,99959,秘星·苍穹法杖无瑕,紫电神杖,双手武器,法系输出
230,99960,晨祷·苍穹法杖洞察,虚空·法杖,双手武器,治疗
230,99961,晨祷·苍穹法杖迅捷,血月之秘杖,双手武器,治疗
230,99962,晨祷·苍穹法杖破阵,镇渊神杖,双手武器,治疗
230,99963,晨祷·苍穹法杖无瑕,裁断手杖,双手武器,治疗
230,99964,流风·苍穹法杖洞察,破天法杖,双手武器,敏捷输出
230,99965,流风·苍穹法杖迅捷,月刃法杖,双手武器,敏捷输出
230,99966,流风·苍穹法杖破阵,烈焰镇世手杖,双手武器,敏捷输出
230,99967,流风·风暴拳刃洞察,安戈洛拳套,主手武器,敏捷输出
230,99968,流风·风暴拳刃迅捷,游侠将军利爪,主手武器,敏捷输出
230,99969,流风·风暴拳刃破阵,青铜龙拳套,主手武器,敏捷输出
230,99970,流风·风暴拳刃左契洞察,霜裔之利爪,副手武器,敏捷输出
230,99971,流风·风暴拳刃左契迅捷,冻结铁拳,副手武器,敏捷输出
230,99972,流风·风暴拳刃左契破阵,裂地拳套,副手武器,敏捷输出
230,99973,流风·暮影匕首洞察,幽影镇世尖刺,主手武器,敏捷输出
230,99974,流风·暮影匕首迅捷,精金破云匕首,主手武器,敏捷输出
230,99975,流风·暮影匕首破阵,纳克萨玛斯之短刃,主手武器,敏捷输出
230,99976,秘星·暮影匕首洞察,天轨之尖刺,主手武器,法系输出
230,99977,秘星·暮影匕首迅捷,裁决者之刺刀,主手武器,法系输出
230,99978,秘星·暮影匕首破阵,霜裔之匕首,主手武器,法系输出
230,99979,晨祷·暮影匕首洞察,黎明短刃,主手武器,治疗
230,99980,晨祷·暮影匕首迅捷,时空·刺刀,主手武器,治疗
230,99981,晨祷·暮影匕首破阵,苍白·尖刺,主手武器,治疗
230,99982,流风·暮影匕首左契洞察,仲裁者之匕首,副手武器,敏捷输出
230,99983,流风·暮影匕首左契迅捷,卡拉赞匕首,副手武器,敏捷输出
230,99984,流风·暮影匕首左契破阵,卡拉赞之短刃,副手武器,敏捷输出
230,99985,流风·回旋飞刃洞察,梦境断空飞斧,投掷武器,敏捷输出
230,99986,流风·回旋飞刃迅捷,太古净世标枪,投掷武器,敏捷输出
230,99987,流风·回旋飞刃破阵,守护者之投刃,投掷武器,敏捷输出
230,99988,流风·风行重弩洞察,达拉然弩炮,远程武器,敏捷输出
230,99989,流风·风行重弩迅捷,风暴领主之重弩,远程武器,敏捷输出
230,99990,流风·风行重弩破阵,苍翠照夜劲弩,远程武器,敏捷输出
230,99991,流风·风行重弩无瑕,混沌之劲弩,远程武器,敏捷输出
230,99992,秘星·星辉魔杖洞察,山岳法珠,远程武器,法系输出
230,99993,秘星·星辉魔杖迅捷,自然灵珠,远程武器,法系输出
230,99994,秘星·星辉魔杖破阵,永夜·灵珠,远程武器,法系输出
230,99995,秘星·星辉魔杖无瑕,铁炉堡魔杖,远程武器,法系输出
230,99996,晨祷·星辉魔杖洞察,圣殿骑士之魔杖,远程武器,治疗
230,99997,晨祷·星辉魔杖迅捷,镇岳魔杖,远程武器,治疗
230,99998,晨祷·星辉魔杖破阵,灰熊丘陵咒珠,远程武器,治疗
230,99999,晨祷·星辉魔杖无瑕,暮光审判官法珠,远程武器,治疗
240,100000,星界·星纱冠冕洞察,影月谷之头冠,头部,法系输出
240,100001,星界·星纱冠冕迅捷,纳克萨玛斯暗影头冠,头部,法系输出
240,100002,星界·星纱冠冕破阵,荣光·头巾,头部,法系输出
240,100003,星界·星纱冠冕无瑕,面罩·星海,头部,法系输出
240,100004,星界·星纱肩卫洞察,圣贤肩巾,肩部,法系输出
240,100005,星界·星纱肩卫迅捷,烈日之肩巾,肩部,法系输出
240,100006,星界·星纱肩卫破阵,战争领主之肩巾,肩部,法系输出
240,100007,星界·星纱肩卫无瑕,御风者披肩,肩部,法系输出
240,100008,星界·星纱法衣洞察,剃刀高地日蚀长袍,胸部,法系输出
240,100009,星界·星纱法衣迅捷,咒纹衣袍,胸部,法系输出
240,100010,星界·星纱法衣破阵,暴风城洪荒长袍,胸部,法系输出
240,100011,星界·星纱法衣无瑕,雷霆崖之外衣,胸部,法系输出
240,100012,星界·星纱束带洞察,群星·腰链,腰部,法系输出
240,100013,星界·星纱束带迅捷,符文大师镇渊腰链,腰部,法系输出
240,100014,星界·星纱束带破阵,圣贤束腰,腰部,法系输出
240,100015,星界·星纱束带无瑕,灰熊丘陵之束腰,腰部,法系输出
240,100016,星界·星纱腿卫洞察,风暴之腿甲,腿部,法系输出
240,100017,星界·星纱腿卫迅捷,驭雷者之裤腿,腿部,法系输出
240,100018,星界·星纱腿卫破阵,艾萨拉荣光腿甲,腿部,法系输出
240,100019,星界·星纱腿卫无瑕,寒冰皇冠腿甲,腿部,法系输出
240,100020,星界·星纱战靴洞察,紫电之长靴,脚部,法系输出
240,100021,星界·星纱战靴迅捷,裂地布靴,脚部,法系输出
240,100022,星界·星纱战靴破阵,辉煌长靴,脚部,法系输出
240,100023,星界·星纱战靴无瑕,地狱火半岛护足,脚部,法系输出
240,100024,星界·星纱腕轮洞察,幽暗城璀璨腕轮,腕部,法系输出
240,100025,星界·星纱腕轮迅捷,索拉查之护腕,腕部,法系输出
240,100026,星界·星纱腕轮破阵,炽焰·护臂,腕部,法系输出
240,100027,星界·星纱腕轮无瑕,余烬降临护腕,腕部,法系输出
240,100028,星界·星纱护手洞察,圣贤降临护手,手部,法系输出
240,100029,星界·星纱护手迅捷,铸魂者护手,手部,法系输出
240,100030,星界·星纱护手破阵,灼热护手,手部,法系输出
240,100031,星界·星纱护手无瑕,通灵学院手甲,手部,法系输出
240,100032,星界·荒野冠冕洞察,面甲·峥嵘,头部,法系输出
240,100033,星界·荒野冠冕迅捷,达拉然之头冠,头部,法系输出
240,100034,星界·荒野冠冕破阵,达拉然之面甲,头部,法系输出
240,100035,星界·荒野冠冕无瑕,泰坦监护者焚天头冠,头部,法系输出
240,100036,星界·荒野肩卫洞察,暴风城霜痕肩甲,肩部,法系输出
240,100037,星界·荒野肩卫迅捷,秘术肩铠,肩部,法系输出
240,100038,星界·荒野肩卫破阵,回响肩甲,肩部,法系输出
240,100039,星界·荒野肩卫无瑕,苍穹之肩卫,肩部,法系输出
240,100040,星界·荒野法衣洞察,游侠将军战衣,胸部,法系输出
240,100041,星界·荒野法衣迅捷,血精灵魔导师胸甲,胸部,法系输出
240,100042,星界·荒野法衣破阵,索拉查胸甲,胸部,法系输出
240,100043,星界·荒野法衣无瑕,游侠将军焚天胸甲,胸部,法系输出
240,100044,星界·荒野束带洞察,太古之扣带,腰部,法系输出
240,100045,星界·荒野束带迅捷,血精灵魔导师之腰甲,腰部,法系输出
240,100046,星界·荒野束带破阵,星轨·腰带,腰部,法系输出
240,100047,星界·荒野束带无瑕,血月御风腰带,腰部,法系输出
240,100048,星界·荒野腿卫洞察,腿铠·生长,腿部,法系输出
240,100049,星界·荒野腿卫迅捷,安戈洛之腿铠,腿部,法系输出
240,100050,星界·荒野腿卫破阵,源质破夜护腿,腿部,法系输出
240,100051,星界·荒野腿卫无瑕,祖达克腿铠,腿部,法系输出
240,100052,星界·荒野战靴洞察,踏靴·天火,脚部,法系输出
240,100053,星界·荒野战靴迅捷,潮汐之战靴,脚部,法系输出
240,100054,星界·荒野战靴破阵,幽暗城战靴,脚部,法系输出
240,100055,星界·荒野战靴无瑕,星陨足甲,脚部,法系输出
240,100056,星界·荒野腕轮洞察,命轮臂甲,腕部,法系输出
240,100057,星界·荒野腕轮迅捷,仲裁者之护臂,腕部,法系输出
240,100058,星界·荒野腕轮破阵,燃烬者护腕,腕部,法系输出
240,100059,星界·荒野腕轮无瑕,御风者守护护腕,腕部,法系输出
240,100060,星界·荒野护手洞察,织法者之手甲,手部,法系输出
240,100061,星界·荒野护手迅捷,血色修道院幻光拳甲,手部,法系输出
240,100062,星界·荒野护手破阵,银河碎星手甲,手部,法系输出
240,100063,星界·荒野护手无瑕,暮星之护手,手部,法系输出
240,100064,星界·雷纹冠冕洞察,大地·面甲,头部,法系输出
240,100065,星界·雷纹冠冕迅捷,源质头冠,头部,法系输出
240,100066,星界·雷纹冠冕破阵,巨魔祭司战盔,头部,法系输出
240,100067,星界·雷纹冠冕无瑕,断岳面甲,头部,法系输出
240,100068,星界·雷纹肩卫洞察,肩甲·钢铁,肩部,法系输出
240,100069,星界·雷纹肩卫迅捷,黑暗神殿玄铁肩铠,肩部,法系输出
240,100070,星界·雷纹肩卫破阵,秘银之披肩,肩部,法系输出
240,100071,星界·雷纹肩卫无瑕,奥杜尔之肩卫,肩部,法系输出
240,100072,星界·雷纹法衣洞察,红龙军团之胸甲,胸部,法系输出
240,100073,星界·雷纹法衣迅捷,虚空风暴护胸,胸部,法系输出
240,100074,星界·雷纹法衣破阵,熔火之心护胸,胸部,法系输出
240,100075,星界·雷纹法衣无瑕,霜狼酋长之战衣,胸部,法系输出
240,100076,星界·雷纹束带洞察,圣殿骑士腰甲,腰部,法系输出
240,100077,星界·雷纹束带迅捷,赞加沼泽腰甲,腰部,法系输出
240,100078,星界·雷纹束带破阵,安戈洛腰带,腰部,法系输出
240,100079,星界·雷纹束带无瑕,霸主裁断扣带,腰部,法系输出
240,100080,星界·雷纹腿卫洞察,青铜·腿铠,腿部,法系输出
240,100081,星界·雷纹腿卫迅捷,星轨之腿甲,腿部,法系输出
240,100082,星界·雷纹腿卫破阵,破晓之腿甲,腿部,法系输出
240,100083,星界·雷纹腿卫无瑕,天火腿甲,腿部,法系输出
240,100084,星界·雷纹战靴洞察,秩序·战靴,脚部,法系输出
240,100085,星界·雷纹战靴迅捷,青铜龙焚天足甲,脚部,法系输出
240,100086,星界·雷纹战靴破阵,足甲·雷霆,脚部,法系输出
240,100087,星界·雷纹战靴无瑕,青铜足甲,脚部,法系输出
240,100088,星界·雷纹腕轮洞察,荣光臂甲,腕部,法系输出
240,100089,星界·雷纹腕轮迅捷,极光·腕铠,腕部,法系输出
240,100090,星界·雷纹腕轮破阵,断空护腕,腕部,法系输出
240,100091,星界·雷纹腕轮无瑕,奥术腕铠,腕部,法系输出
240,100092,星界·雷纹护手洞察,符文·手甲,手部,法系输出
240,100093,星界·雷纹护手迅捷,混沌断岳护手,手部,法系输出
240,100094,星界·雷纹护手破阵,圣殿骑士拳甲,手部,法系输出
240,100095,星界·雷纹护手无瑕,手套·苍穹,手部,法系输出
240,100096,星界·王庭冠冕洞察,梦境镇海战盔,头部,法系输出
240,100097,星界·王庭冠冕迅捷,赞加沼泽面罩,头部,法系输出
240,100098,星界·王庭冠冕破阵,面甲·永夜,头部,法系输出
240,100099,星界·王庭冠冕无瑕,黑翼之巢之战盔,头部,法系输出
240,100100,星界·王庭肩卫洞察,肩胄·咒纹,肩部,法系输出
240,100101,星界·王庭肩卫迅捷,缚霜者镇海肩卫,肩部,法系输出
240,100102,星界·王庭肩卫破阵,秘法肩铠,肩部,法系输出
240,100103,星界·王庭肩卫无瑕,涅槃·肩胄,肩部,法系输出
240,100104,星界·王庭胸铠洞察,净世胸甲,胸部,法系输出
240,100105,星界·王庭胸铠迅捷,嚎风峡湾天火战衣,胸部,法系输出
240,100106,星界·王庭胸铠破阵,胸铠·凛冽,胸部,法系输出
240,100107,星界·王庭胸铠无瑕,星海·战衣,胸部,法系输出
240,100108,星界·王庭束带洞察,风暴之腰甲,腰部,法系输出
240,100109,星界·王庭束带迅捷,余烬·扣带,腰部,法系输出
240,100110,星界·王庭束带破阵,黑锋骑士御风战带,腰部,法系输出
240,100111,星界·王庭束带无瑕,奥义扣带,腰部,法系输出
240,100112,星界·王庭腿卫洞察,石爪山腿甲,腿部,法系输出
240,100113,星界·王庭腿卫迅捷,卡拉赞之护腿,腿部,法系输出
240,100114,星界·王庭腿卫破阵,奥术之护腿,腿部,法系输出
240,100115,星界·王庭腿卫无瑕,涅槃镇岳腿甲,腿部,法系输出
240,100116,星界·王庭战靴洞察,青铜镇岳足铠,脚部,法系输出
240,100117,星界·王庭战靴迅捷,地狱火半岛之战靴,脚部,法系输出
240,100118,星界·王庭战靴破阵,黑锋骑士断空战靴,脚部,法系输出
240,100119,星界·王庭战靴无瑕,蓝龙军团之战靴,脚部,法系输出
240,100120,星界·王庭腕轮洞察,纳格兰腕铠,腕部,法系输出
240,100121,星界·王庭腕轮迅捷,月刃护臂,腕部,法系输出
240,100122,星界·王庭腕轮破阵,虚空腕甲,腕部,法系输出
240,100123,星界·王庭腕轮无瑕,天火之腕甲,腕部,法系输出
240,100124,星界·王庭护手洞察,霜狼酋长之手甲,手部,法系输出
240,100125,星界·王庭护手迅捷,唤星者拳甲,手部,法系输出
240,100126,星界·王庭护手破阵,臂铠·山岳,手部,法系输出
240,100127,星界·王庭护手无瑕,奥杜尔玄铁护手,手部,法系输出
240,100128,圣愈·星纱冠冕洞察,救赎兜帽,头部,治疗
240,100129,圣愈·星纱冠冕迅捷,血色修道院之头饰,头部,治疗
240,100130,圣愈·星纱冠冕破阵,铁炉堡源质面罩,头部,治疗
240,100131,圣愈·星纱冠冕无瑕,镇海头冠,头部,治疗
240,100132,圣愈·星纱肩卫洞察,紫电·肩饰,肩部,治疗
240,100133,圣愈·星纱肩卫迅捷,巨魔祭司披肩,肩部,治疗
240,100134,圣愈·星纱肩卫破阵,不朽断岳披肩,肩部,治疗
240,100135,圣愈·星纱肩卫无瑕,夜幕之肩巾,肩部,治疗
240,100136,圣愈·星纱法衣洞察,青铜龙之法衣,胸部,治疗
240,100137,圣愈·星纱法衣迅捷,黑暗神殿衣袍,胸部,治疗
240,100138,圣愈·星纱法衣破阵,晶歌森林烈日法衣,胸部,治疗
240,100139,圣愈·星纱法衣无瑕,风暴峭壁长袍,胸部,治疗
240,100140,圣愈·星纱束带洞察,先驱者之腰链,腰部,治疗
240,100141,圣愈·星纱束带迅捷,黑翼之巢潮汐束腰,腰部,治疗
240,100142,圣愈·星纱束带破阵,腰链·圣光,腰部,治疗
240,100143,圣愈·星纱束带无瑕,陨星·束带,腰部,治疗
240,100144,圣愈·星纱腿卫洞察,纳格兰战裙,腿部,治疗
240,100145,圣愈·星纱腿卫迅捷,冻结裤腿,腿部,治疗
240,100146,圣愈·星纱腿卫破阵,铸魂者之裤腿,腿部,治疗
240,100147,圣愈·星纱腿卫无瑕,纳格兰天启腿甲,腿部,治疗
240,100148,圣愈·星纱战靴洞察,幽魂之地虚空长靴,脚部,治疗
240,100149,圣愈·星纱战靴迅捷,恒金守望布靴,脚部,治疗
240,100150,圣愈·星纱战靴破阵,破界布靴,脚部,治疗
240,100151,圣愈·星纱战靴无瑕,降临足具,脚部,治疗
240,100152,圣愈·星纱腕轮洞察,万法王之护腕,腕部,治疗
240,100153,圣愈·星纱腕轮迅捷,黎明·护臂,腕部,治疗
240,100154,圣愈·星纱腕轮破阵,先驱者冲击腕饰,腕部,治疗
240,100155,圣愈·星纱腕轮无瑕,龙骨荒野腕轮,腕部,治疗
240,100156,圣愈·星纱护手洞察,灰熊丘陵龙焰手甲,手部,治疗
240,100157,圣愈·星纱护手迅捷,执剑者手饰,手部,治疗
240,100158,圣愈·星纱护手破阵,苍穹·手甲,手部,治疗
240,100159,圣愈·星纱护手无瑕,破晓者之手饰,手部,治疗
240,100160,圣愈·荒野冠冕洞察,雷霆崖头盔,头部,治疗
240,100161,圣愈·荒野冠冕迅捷,断岳战盔,头部,治疗
